 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
14,378,53.222,8.188,51,37,74,178.606,85.442,179.117,85.340,80.083,165,76,26,19,26.873,17.910,159.592,0.741,28.844,20118,54,0.193,-0.804,100,20118,166,78,146.310,18.918,1.500,0.666,0.925
15,817,106.475,61.053,66,40,255,522.502,93.697,524.097,94.459,136.610,501,79,40,36,39.867,26.093,136.046,0.550,44.283,86990,74,1.050,-0.204,100,86990,501,81,154.592,30.871,1.528,0.654,0.804
16,976,78.816,39.997,48,37,184,608.084,112.844,607.660,118.358,151.439,597,84,23,58,60.080,20.684,90.049,0.535,58.310,76924,57,0.899,-0.821,100,76924,603,84,95.906,22.658,2.905,0.344,0.877
17,548,108.314,32.743,103,40,178,445.252,106.454,445.525,106.368,90.326,432,91,26,30,33.706,20.700,59.352,0.844,34.482,59356,112,-0.254,-0.704,100,59356,436,121,60.461,21.272,1.628,0.614,0.946
18,531,63.335,11.020,63,37,89,330.174,111.573,330.032,111.290,94.083,312,101,36,21,37.165,18.192,18.484,0.754,37.363,33631,63,-0.123,-0.552,100,33631,312,116,15.524,19.290,2.043,0.489,0.943
19,1889,97.539,38.195,40,28,230,510.730,135.832,512.096,136.038,325.889,477,101,65,66,57.449,41.866,146.346,0.224,70.937,184251,94,0.470,-0.250,100,184251,497,101,111.501,53.943,1.372,0.729,0.643
20,702,106.135,45.379,40,34,250,655.122,130.189,653.787,129.845,181.723,638,108,41,42,46.914,19.052,129.608,0.267,51.088,74507,106,0.388,-0.203,100,74507,645,109,130.236,24.835,2.462,0.406,0.690
21,607,91.845,24.912,92,34,181,703.192,130.515,703.208,130.729,117.296,689,113,28,35,37.783,20.455,67.416,0.554,37.000,55750,94,0.051,0.420,100,55750,698,148,71.075,23.401,1.847,0.541,0.840
22,535,106.174,28.018,103,40,186,364.283,135.866,364.457,135.607,88.326,350,123,28,26,28.536,23.871,150.630,0.862,30.871,56803,109,-0.180,0.299,100,56803,350,130,155.095,25.210,1.195,0.837,0.933
23,457,45.026,4.485,43,34,60,975.909,149.474,975.881,149.405,98.225,967,131,18,37,36.479,15.951,98.416,0.595,37.483,20577,46,0.048,-0.069,100,20577,972,131,99.211,17.531,2.287,0.437,0.903
24,792,102.833,37.694,103,31,221,562.452,154.364,562.239,153.216,118.711,547,134,32,38,34.879,28.912,71.537,0.706,39.294,81444,100,0.574,0.109,100,81444,554,172,75.256,30.920,1.206,0.829,0.893
25,621,170.042,82.805,255,25,255,756.157,154.735,755.942,154.512,107.296,741,139,31,31,34.033,23.233,130.185,0.678,34.670,105596,189,-0.362,-1.466,100,105596,747,140,123.232,26.571,1.465,0.683,0.877
26,1720,122.066,56.487,255,37,255,616.684,164.130,612.173,166.604,236.735,577,140,77,50,79.976,27.383,24.732,0.386,80.654,209953,112,0.935,0.261,100,209953,577,179,17.312,37.325,2.921,0.342,0.716
27,899,132.843,61.085,255,40,255,481.031,179.896,480.938,181.317,157.823,464,153,28,52,53.799,21.276,83.125,0.454,53.600,119426,123,0.471,-0.732,100,119426,475,205,75.964,26.921,2.529,0.395,0.798
28,426,109.984,34.017,135,40,224,680.798,171.779,680.907,172.093,85.740,668,157,26,28,31.748,17.085,127.788,0.728,31.623,46853,115,-0.222,-0.193,100,46853,674,158,124.695,19.137,1.858,0.538,0.869
29,971,76.936,46.698,43,31,255,215.572,181.872,212.237,178.976,211.179,194,159,43,48,49.654,24.899,118.615,0.274,59.666,74705,60,1.770,2.279,100,74705,199,161,129.560,33.622,1.994,0.501,0.668
30,423,110.589,48.285,80,40,232,533.301,175.327,532.329,175.294,80.669,519,165,28,20,28.665,18.789,9.725,0.817,29.120,46779,94,0.765,-0.399,100,46779,519,180,15.945,20.000,1.526,0.655,0.934
31,997,104.548,31.218,106,37,195,694.909,200.452,695.838,199.056,176.167,675,172,37,57,59.160,21.458,60.955,0.404,61.465,104234,106,-0.185,-0.408,100,104234,685,229,68.025,26.323,2.757,0.363,0.793
32,912,119.917,39.179,140,40,218,398.826,189.874,398.607,189.945,160.551,375,173,47,33,48.236,24.073,161.418,0.445,50.606,109364,126,-0.313,-0.602,100,109364,377,175,150.396,30.414,2.004,0.499,0.781
33,639,95.106,27.154,103,40,178,790.431,194.189,790.238,194.408,117.296,780,176,23,38,38.864,20.935,85.918,0.584,38.328,60773,97,0.060,-0.123,100,60773,789,176,97.496,23.000,1.856,0.539,0.859
34,543,128.355,52.480,46,37,241,630.404,199.218,630.055,199.093,102.225,612,189,35,23,35.722,19.354,168.509,0.653,35.903,69697,126,0.011,-1.039,100,69697,612,192,167.125,22.422,1.846,0.542,0.865
35,1382,111.359,42.140,94,40,255,740.380,221.052,738.870,223.216,236.593,710,190,60,65,73.296,24.007,44.701,0.310,74.813,153898,103,0.527,-0.159,100,153898,719,253,52.058,33.751,3.053,0.328,0.644
36,358,130.184,57.313,40,40,253,571.388,210.528,571.639,210.421,73.255,559,200,24,22,24.351,18.719,148.438,0.838,24.839,46606,135,0.053,-1.008,100,46606,562,203,130.101,19.952,1.301,0.769,0.904
37,415,155.899,70.466,255,40,255,599.317,214.028,598.131,213.267,85.740,586,201,28,25,32.238,16.391,143.707,0.709,32.016,64698,158,-0.045,-1.215,100,64698,589,202,141.340,18.141,1.967,0.508,0.867
38,558,101.364,34.597,112,40,235,532.389,218.306,532.727,218.041,120.853,522,202,23,35,35.168,20.202,86.064,0.480,35.903,56561,103,0.355,0.609,100,56561,529,237,77.125,23.000,1.741,0.574,0.812
39,469,131.322,55.308,40,40,255,502.730,217.182,503.163,216.781,89.640,490,205,26,26,28.010,21.319,40.734,0.733,29.155,61590,135,0.076,-1.006,100,61590,496,231,59.036,21.920,1.314,0.761,0.912
40,377,67.340,18.479,43,34,109,322.720,222.829,323.158,223.503,79.154,311,210,23,26,28.712,16.718,130.335,0.756,29.411,25387,66,0.267,-0.979,100,25387,313,211,125.311,18.897,1.717,0.582,0.894
41,554,138.153,61.496,255,40,255,116.554,239.875,116.920,239.846,110.711,103,224,30,33,30.103,23.432,128.831,0.568,33.541,76537,143,0.077,-0.867,100,76537,111,224,100.305,27.785,1.285,0.778,0.829
42,617,113.653,34.759,135,40,215,760.946,246.842,760.800,246.986,99.154,749,229,25,34,35.340,22.229,102.532,0.789,35.777,70124,117,-0.286,-0.126,100,70124,754,230,116.565,24.156,1.590,0.629,0.915
43,1281,122.085,60.903,255,31,255,272.139,252.950,271.688,250.775,200.693,249,231,44,50,50.050,32.588,115.038,0.400,55.000,156391,112,0.558,-0.614,100,156391,254,234,126.870,41.400,1.536,0.651,0.780
44,583,136.521,69.218,255,40,255,488.977,248.246,486.985,247.739,126.368,467,235,42,24,39.938,18.586,2.517,0.459,42.755,79592,115,0.487,-1.049,100,79592,467,254,10.784,23.636,2.149,0.465,0.765
45,739,94.886,31.302,89,40,192,410.970,252.689,411.653,253.625,126.368,389,236,42,35,48.141,19.545,142.973,0.582,47.434,70121,92,0.508,-0.025,100,70121,390,241,145.305,22.277,2.463,0.406,0.847
46,461,111.735,31.140,126,40,184,658.528,248.190,658.978,247.932,79.598,647,236,23,25,26.672,22.007,57.686,0.914,27.803,51510,117,-0.449,-0.344,100,51510,650,259,52.306,22.768,1.212,0.825,0.951
47,656,148.950,64.134,255,40,255,543.052,256.918,543.531,256.601,127.782,520,246,45,22,46.154,18.097,6.176,0.505,45.277,97711,149,0.023,-1.020,100,97711,520,258,6.340,21.138,2.550,0.392,0.814
48,524,46.372,5.550,46,28,63,1348.384,266.939,1348.558,266.990,124.267,1330,255,37,24,38.853,17.172,23.115,0.426,40.311,24299,46,0.261,0.262,100,24299,1330,276,23.385,18.710,2.263,0.442,0.858
49,14151,125.407,73.306,255,17,255,178.767,333.407,177.884,331.595,1162.445,101,259,179,152,154.098,116.923,154.856,0.132,198.124,1774633,115,0.430,-1.067,100,1774633,102,263,153.952,142.162,1.318,0.759,0.722
50,504,91.046,21.659,86,40,143,453.911,284.948,453.739,284.503,82.426,441,273,26,24,27.332,23.478,28.018,0.932,28.302,45887,92,-0.244,-0.477,100,45887,443,294,32.005,24.000,1.164,0.859,0.957
51,780,132.692,48.524,163,40,238,604.668,288.678,603.773,288.447,119.296,584,274,40,30,43.383,22.892,20.852,0.689,43.081,103500,135,-0.120,-0.956,100,103500,584,296,21.801,24.817,1.895,0.528,0.892
52,413,128.065,48.961,158,40,218,232.318,286.854,232.501,286.786,80.083,218,276,28,22,27.694,18.988,164.677,0.809,28.443,52891,135,-0.280,-1.052,100,52891,218,291,10.125,18.974,1.459,0.686,0.920
53,553,115.821,38.496,120,40,212,725.522,297.292,725.267,296.908,115.882,710,279,30,37,43.353,16.241,125.292,0.517,43.012,64049,120,-0.192,-0.420,100,64049,712,281,125.538,18.331,2.669,0.375,0.837
54,737,138.133,62.982,255,37,255,284.017,300.945,284.531,301.849,121.296,264,283,40,34,40.842,22.976,146.678,0.629,41.761,101804,123,0.380,-0.924,100,101804,264,297,163.301,26.200,1.778,0.563,0.833
55,509,103.595,30.480,109,40,172,533.019,293.834,533.576,293.945,102.811,516,283,34,22,34.749,18.651,171.446,0.605,34.438,52730,106,-0.157,-0.419,100,52730,517,289,154.179,20.937,1.863,0.537,0.832
56,503,100.646,32.380,106,40,172,752.401,301.118,753.123,301.917,100.811,739,284,30,33,41.710,15.355,128.714,0.622,41.231,50625,103,-0.072,-0.931,100,50625,741,285,129.094,17.815,2.716,0.368,0.871
57,567,93.522,23.105,94,40,161,416.017,303.391,415.810,302.871,89.497,403,289,27,28,29.441,24.521,126.222,0.890,30.610,53027,94,-0.039,-0.073,100,53027,404,294,141.633,25.473,1.201,0.833,0.946
58,479,113.793,31.661,126,40,178,359.659,315.385,359.643,315.449,88.326,345,304,29,24,31.006,19.670,158.640,0.772,31.623,54507,120,-0.757,-0.161,100,54507,346,306,145.305,21.503,1.576,0.634,0.895
59,682,139.387,60.947,143,40,255,862.565,331.921,862.923,333.223,128.024,844,313,38,34,38.682,22.449,142.568,0.523,40.608,95062,140,0.107,-1.045,100,95062,851,314,127.999,25.120,1.723,0.580,0.821
60,694,93.091,43.772,43,40,255,524.687,333.434,525.307,333.488,169.137,504,314,39,37,33.639,26.268,160.377,0.305,40.025,64605,89,1.497,3.225,100,64605,504,335,167.005,34.386,1.281,0.781,0.705
61,699,82.921,19.127,100,40,129,905.119,329.951,905.257,330.012,102.468,889,316,33,28,32.472,27.408,162.339,0.837,33.615,57962,86,-0.346,-0.504,100,57962,891,321,149.621,28.000,1.185,0.844,0.942
62,940,80.857,21.181,74,40,152,374.216,341.885,375.244,341.100,151.439,355,321,41,45,55.038,21.746,48.605,0.515,54.037,76006,80,0.342,-0.182,100,76006,359,364,51.009,25.925,2.531,0.395,0.817
63,376,131.646,61.278,40,40,255,295.383,336.686,294.503,336.546,79.255,282,328,28,20,28.389,16.863,23.342,0.752,28.844,49499,117,0.331,-1.070,100,49499,285,345,33.690,19.000,1.684,0.594,0.905
64,593,88.887,22.404,86,37,143,991.502,339.718,992.011,339.879,117.539,971,330,41,20,43.126,17.508,174.177,0.539,41.976,52710,89,-0.301,-0.523,100,52710,971,334,167.619,19.169,2.463,0.406,0.843
65,921,114.189,29.141,126,40,172,936.388,350.132,936.453,350.435,115.196,916,333,39,34,37.609,31.180,153.235,0.872,39.850,105168,123,-0.858,-0.017,100,105168,916,346,162.474,31.618,1.206,0.829,0.949
66,483,106.366,35.070,77,40,204,1112.405,353.227,1112.606,353.471,100.811,1101,335,25,34,36.797,16.713,118.222,0.597,37.216,51375,106,0.006,-0.683,100,51375,1105,336,120.700,19.189,2.202,0.454,0.842
67,526,138.755,66.143,255,40,255,318.804,352.521,319.073,352.328,98.225,306,336,25,33,33.212,20.165,73.856,0.685,33.242,72985,129,0.412,-0.921,100,72985,317,369,83.089,21.586,1.647,0.607,0.869
68,884,91.940,29.260,86,40,192,1061.293,350.626,1060.417,350.583,136.510,1038,336,47,28,46.014,24.461,176.793,0.596,47.381,81275,89,0.651,0.430,100,81275,1038,355,7.275,27.115,1.881,0.532,0.877
69,587,84.865,19.734,77,40,143,420.865,350.595,420.482,350.730,108.811,405,337,32,27,34.544,21.636,21.517,0.623,35.384,49816,86,0.018,-9.623E-5,100,49816,409,363,42.709,23.057,1.597,0.626,0.873
70,392,114.033,38.560,123,40,215,472.556,350.360,471.636,350.626,77.841,460,340,26,21,27.896,17.892,26.576,0.813,28.653,44701,117,0.045,-0.357,100,44701,461,359,29.249,18.383,1.559,0.641,0.925
71,385,111.473,45.962,43,40,224,1366.201,351.053,1366.762,350.596,89.640,1353,340,27,24,30.698,15.968,34.571,0.602,30.610,42917,115,0.182,-0.742,100,42917,1356,362,38.367,18.585,1.922,0.520,0.846
72,403,134.303,47.788,152,40,218,1277.393,363.403,1276.923,363.421,81.740,1264,352,28,22,30.441,16.856,148.348,0.758,31.305,54124,149,-0.582,-0.831,100,54124,1264,356,153.435,17.941,1.806,0.554,0.911
73,435,112.005,39.567,109,40,198,94.187,365.424,94.663,365.814,81.497,83,353,24,24,24.200,22.886,157.090,0.823,26.627,48722,112,-0.032,-0.825,100,48722,88,354,124.287,23.583,1.057,0.946,0.923
74,383,67.405,10.895,69,40,92,570.200,366.534,570.176,366.703,75.255,560,354,21,26,27.966,17.437,62.493,0.850,28.636,25816,69,-0.206,0.085,100,25816,565,380,65.225,18.336,1.604,0.624,0.935
75,2350,90.818,40.214,94,14,255,925.830,402.969,925.721,403.604,372.617,885,363,80,85,85.051,35.180,133.333,0.213,97.417,213422,86,1.000,1.312,100,213422,889,364,121.569,48.978,2.418,0.414,0.621
76,874,133.634,61.938,103,40,255,1032.705,380.568,1035.491,381.520,150.167,1008,364,47,39,51.131,21.764,147.153,0.487,51.971,116796,115,0.395,-1.015,100,116796,1008,368,149.982,26.723,2.349,0.426,0.766
77,582,148.644,67.012,255,37,255,344.613,386.204,345.244,387.582,116.368,331,369,27,34,35.647,20.788,109.914,0.540,35.468,86511,143,0.168,-1.049,100,86511,338,370,111.501,22.804,1.715,0.583,0.834
78,599,126.082,58.884,255,40,255,253.008,386.171,252.160,384.800,109.640,236,371,33,32,38.248,19.940,133.849,0.626,38.601,75523,117,0.572,-0.407,100,75523,237,374,143.427,22.277,1.918,0.521,0.852
79,522,97.450,29.975,120,40,172,1156.228,384.090,1155.967,384.493,97.983,1141,371,32,25,34.762,19.119,154.639,0.683,34.409,50869,103,-0.051,-0.669,100,50869,1142,373,144.462,20.452,1.818,0.550,0.884
80,1859,129.591,63.476,255,37,255,1357.336,412.382,1357.547,409.936,268.049,1331,376,51,82,76.139,31.087,104.959,0.325,84.202,240910,112,0.529,-0.848,100,240910,1338,377,105.852,41.807,2.449,0.408,0.672
81,671,76.902,17.575,83,40,117,526.402,390.499,526.754,390.423,146.024,507,379,41,26,40.037,21.339,7.730,0.395,41.976,51601,80,-0.311,-0.766,100,51601,507,393,12.381,26.000,1.876,0.533,0.824
82,409,115.866,37.105,132,40,195,471.182,392.148,470.990,391.582,86.669,457,380,28,24,32.442,16.052,139.951,0.684,32.450,47389,123,-0.422,-0.735,100,47389,457,384,146.310,18.086,2.021,0.495,0.874
83,353,96.133,36.344,46,37,169,881.965,392.302,880.870,392.071,83.740,870,382,25,21,23.741,18.932,156.272,0.633,26.000,33935,100,0.011,-1.151,100,33935,871,386,157.380,20.616,1.254,0.797,0.844
84,436,75.908,14.769,77,40,117,580.264,395.112,580.270,395.459,78.083,568,384,25,23,25.057,22.155,20.870,0.899,26.571,33096,77,-0.359,-0.101,100,33096,568,400,19.799,23.000,1.131,0.884,0.942
85,395,67.025,11.200,71,40,94,1088.713,397.173,1088.682,397.086,74.669,1078,384,22,25,25.694,19.574,122.087,0.890,26.926,26475,69,-0.433,-0.141,100,26475,1082,385,121.329,20.506,1.313,0.762,0.937
86,532,151.229,61.433,178,40,255,101.139,403.038,101.525,402.867,98.811,87,388,31,28,32.794,20.655,142.546,0.685,34.986,80454,161,-0.236,-0.989,100,80454,88,392,149.036,24.363,1.588,0.630,0.856
87,2763,113.224,54.771,115,14,255,1263.668,423.567,1264.292,424.481,304.434,1233,390,62,66,63.470,55.427,75.226,0.375,75.604,312839,112,0.221,-0.713,100,312839,1245,453,52.524,61.121,1.145,0.873,0.783
88,563,93.632,23.626,106,40,140,1120.759,405.372,1120.919,405.282,89.497,1107,392,27,27,29.183,24.564,142.042,0.883,30.610,52715,100,-0.585,-0.495,100,52715,1109,396,141.633,25.298,1.188,0.842,0.949
89,420,116.976,35.893,126,40,198,428.200,407.212,428.246,407.258,75.841,417,395,23,24,24.725,21.628,52.181,0.918,25.612,49130,120,-0.402,-0.379,100,49130,419,417,38.660,22.452,1.143,0.875,0.947
90,357,129.179,52.403,132,40,255,323.831,412.671,323.607,412.659,74.426,314,400,21,24,27.016,16.825,122.930,0.810,27.659,46117,129,0.407,-0.021,100,46117,316,401,130.601,18.200,1.606,0.623,0.925
91,396,135.750,56.754,195,40,238,1316.121,410.783,1315.731,410.846,85.740,1302,403,30,17,30.784,16.379,2.311,0.677,30.265,53757,146,-0.170,-1.221,100,53757,1302,414,7.595,17.000,1.880,0.532,0.901
92,786,101.966,37.521,97,40,215,385.599,421.351,386.655,420.232,139.439,363,407,46,33,47.194,21.205,31.901,0.508,53.339,80145,97,0.416,-0.467,100,80145,363,439,30.411,25.938,2.226,0.449,0.820
93,1559,86.214,33.398,66,40,189,502.030,438.257,502.144,439.686,223.966,474,409,69,50,61.472,32.291,167.772,0.391,72.069,134408,77,0.868,0.001,100,134408,479,413,150.945,44.379,1.904,0.525,0.680
94,393,112.575,32.905,120,40,189,767.447,421.085,766.808,420.452,72.426,756,410,23,22,23.376,21.406,156.362,0.941,24.352,44242,117,-0.343,-0.216,100,44242,756,417,160.821,22.000,1.092,0.916,0.947
95,385,124.860,46.853,169,40,209,1026.952,426.058,1026.944,425.917,84.083,1013,414,28,23,30.624,16.007,144.991,0.684,30.887,48071,129,-0.244,-1.138,100,48071,1013,419,150.945,17.689,1.913,0.523,0.857
96,638,112.741,41.129,103,40,218,1071.386,429.650,1071.060,428.703,115.740,1054,414,34,33,40.482,20.066,136.032,0.598,42.521,71929,112,0.164,-0.749,100,71929,1056,418,138.814,23.768,2.017,0.496,0.851
97,350,73.326,16.333,71,40,115,116.471,428.689,116.852,428.452,72.083,105,417,23,23,26.381,16.892,41.530,0.846,27.019,25664,74,-0.047,-0.461,100,25664,106,437,38.991,17.463,1.562,0.640,0.922
98,1234,100.742,49.014,77,40,255,1163.165,438.310,1164.489,440.426,201.380,1139,418,48,42,49.379,31.819,138.436,0.382,53.712,124316,83,1.141,0.383,100,124316,1140,425,151.049,37.361,1.552,0.644,0.844
99,1198,61.759,11.492,63,37,100,686.969,443.278,686.290,443.571,151.823,662,426,51,34,51.968,29.352,163.453,0.653,52.887,73987,63,0.014,-0.543,100,73987,662,437,164.650,31.064,1.771,0.565,0.923
100,1931,144.144,65.444,255,25,255,242.364,457.216,241.249,457.369,264.291,211,427,59,64,59.570,41.273,132.365,0.347,71.400,278343,149,-0.055,-1.135,100,278343,227,432,127.030,50.478,1.443,0.693,0.753
101,614,130.700,54.189,120,40,255,742.513,444.772,743.269,443.117,116.569,729,428,31,35,41.074,19.033,57.258,0.568,41.400,80250,129,0.256,-0.722,100,80250,730,461,52.853,22.483,2.158,0.463,0.812
102,582,134.500,54.365,140,40,255,173.924,444.823,174.218,444.828,99.539,157,429,32,30,37.716,19.647,41.014,0.738,37.802,78279,132,0.133,-0.842,100,78279,157,455,37.476,20.506,1.920,0.521,0.919
103,393,136.608,56.095,115,40,255,400.665,443.826,400.622,444.432,78.669,390,431,21,26,26.751,18.705,70.067,0.798,27.313,53687,129,0.248,-0.768,100,53687,394,456,66.251,19.498,1.430,0.699,0.919
104,694,119.111,53.455,255,40,255,777.710,453.516,778.768,453.790,130.711,765,431,31,40,40.402,21.871,113.245,0.510,43.829,82663,109,1.078,0.830,100,82663,769,434,124.778,28.024,1.847,0.541,0.778
105,1273,133.251,58.773,43,37,255,1114.020,463.402,1113.049,464.085,255.463,1090,431,50,64,65.034,24.923,63.645,0.245,70.725,169629,135,0.162,-0.874,100,169629,1095,491,56.535,33.373,2.609,0.383,0.633
106,440,121.273,54.725,103,40,255,582.766,450.061,582.084,449.060,81.841,570,437,24,26,28.731,19.499,126.480,0.826,30.806,53360,103,0.609,-0.634,100,53360,572,438,125.754,20.564,1.473,0.679,0.922
107,640,108.072,45.630,77,40,247,1296.728,456.086,1296.578,456.083,115.782,1278,439,36,35,42.974,18.962,45.723,0.600,42.638,69166,100,0.560,-0.386,100,69166,1280,470,39.289,21.874,2.266,0.441,0.842
108,370,108.351,38.386,138,37,184,72.638,453.786,72.312,454.135,82.569,59,441,27,25,32.613,14.445,38.236,0.682,34.205,40090,117,-0.429,-1.111,100,40090,59,463,37.875,15.345,2.258,0.443,0.902
109,352,133.551,62.747,255,40,255,282.750,457.381,282.943,456.436,82.083,272,443,19,27,27.874,16.079,75.710,0.657,27.893,47010,132,0.260,-0.899,100,47010,280,470,75.466,19.000,1.734,0.577,0.861
110,505,102.648,36.466,40,37,207,322.512,459.284,321.704,459.392,119.882,301,449,40,19,42.338,15.187,6.896,0.442,41.785,51837,109,-0.114,-0.844,100,51837,302,465,21.038,17.613,2.788,0.359,0.815
111,975,83.005,24.183,86,34,149,904.296,469.130,904.321,469.024,160.853,877,449,50,38,53.771,23.087,28.215,0.474,54.626,80930,80,0.538,-0.025,100,80930,877,479,23.749,28.755,2.329,0.429,0.801
112,572,83.523,22.765,80,40,146,360.827,463.636,361.090,464.404,91.497,347,450,28,26,29.102,25.025,26.228,0.859,31.385,47775,83,0.253,-0.387,100,47775,347,473,30.651,25.951,1.163,0.860,0.945
113,911,95.574,31.190,94,40,189,1159.081,473.096,1157.967,473.150,150.752,1134,458,51,31,50.873,22.800,171.871,0.504,52.631,87068,97,0.147,-0.553,100,87068,1134,465,165.700,28.488,2.231,0.448,0.794
114,554,91.610,24.376,100,40,149,489.282,478.390,488.907,478.897,89.255,478,463,23,31,30.617,23.038,97.995,0.874,31.145,50752,94,-0.322,-0.505,100,50752,487,463,95.528,23.000,1.329,0.752,0.942
115,887,115.813,43.689,100,40,255,1209.250,485.642,1209.699,487.243,145.924,1191,465,34,45,49.627,22.757,114.319,0.523,50.804,102726,112,0.605,0.240,100,102726,1192,468,126.193,27.176,2.181,0.459,0.829
116,368,76.071,16.574,89,40,123,589.579,476.793,589.473,476.509,71.598,579,466,21,22,22.595,20.737,114.587,0.902,24.207,27994,77,-0.231,-0.248,100,27994,581,468,128.290,21.000,1.090,0.918,0.942
117,972,98.092,26.417,100,37,158,722.352,493.544,722.294,492.435,169.823,706,466,32,56,52.673,23.496,85.325,0.424,56.436,95345,103,-0.491,-0.406,100,95345,715,522,82.875,30.254,2.242,0.446,0.741
118,431,58.443,13.231,63,40,103,154.300,477.936,154.136,477.766,89.640,138,467,31,21,31.151,17.616,20.746,0.674,33.541,25189,57,0.862,0.640,100,25189,139,484,26.565,18.336,1.768,0.566,0.903
119,450,119.878,39.018,138,40,195,1348.382,479.276,1348.036,478.932,81.841,1335,468,28,22,27.316,20.975,171.827,0.844,29.155,53945,126,-0.458,-0.764,100,53945,1336,473,157.834,22.000,1.302,0.768,0.929
120,370,120.249,45.559,161,40,204,21.078,482.316,21.276,482.246,78.669,6,473,29,18,30.510,15.441,16.406,0.751,30.364,44492,126,-0.251,-1.117,100,44492,6,487,17.241,16.378,1.976,0.506,0.932
121,482,95.739,29.917,109,40,172,305.591,486.266,305.987,485.815,101.740,289,474,34,25,38.321,16.015,30.821,0.585,37.736,46146,100,-0.161,-0.606,100,46146,290,496,32.005,18.444,2.393,0.418,0.833
122,617,111.478,50.629,89,40,255,1037.849,489.884,1037.212,488.790,132.953,1018,475,40,31,44.524,17.644,146.196,0.439,44.102,68782,103,1.056,0.666,100,68782,1020,478,147.031,20.801,2.523,0.396,0.809
123,494,98.470,29.691,115,40,158,1001.700,493.496,1001.936,493.502,107.296,986,481,34,23,36.188,17.381,165.161,0.539,36.770,48644,106,-0.330,-0.876,100,48644,986,486,157.620,21.513,2.082,0.480,0.818
124,628,121.887,54.078,43,31,255,457.481,502.019,457.396,502.354,118.368,444,484,29,37,37.998,21.043,62.739,0.563,39.560,76545,123,0.402,-0.393,100,76545,452,521,69.274,23.702,1.806,0.554,0.862
