 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
51,412,63.417,13.262,60,32,97,795.066,211.362,796.099,211.246,77.598,781,202,28,19,28.693,18.283,176.065,0.860,28.636,26128,60,0.203,-0.448,100.000,26128,781,207,167.905,18.385,1.569,0.637,0.938
52,789,40.177,10.548,36,12,77,720.406,227.870,719.288,228.849,117.539,702,213,39,31,40.712,24.676,22.076,0.718,40.853,31700,40,0.480,0.275,100.000,31700,702,235,21.541,26.769,1.650,0.606,0.900
53,539,30.486,7.191,32,4,52,766.860,226.185,767.447,226.094,110.953,748,216,38,20,39.711,17.282,178.621,0.550,38.639,16432,32,0.036,-0.105,100.000,16432,748,231,10.437,20.000,2.298,0.435,0.817
54,464,87.828,15.570,81,44,150,253.056,229.884,252.563,229.961,81.841,239,218,27,23,28.217,20.937,21.749,0.871,28.844,40752,89,0.180,0.654,100.000,40752,240,237,33.690,21.769,1.348,0.742,0.937
55,1278,34.704,8.631,36,8,60,34.167,244.110,33.723,243.840,149.823,13,219,41,50,52.887,30.768,116.271,0.715,53.235,44352,36,0.186,0.131,100.000,44352,25,220,118.009,32.868,1.719,0.582,0.920
56,680,89.687,32.510,56,28,186,658.876,241.484,661.415,241.088,115.539,641,226,35,29,33.100,26.157,13.858,0.640,35.511,60987,89,0.406,-0.390,100.000,60987,642,250,32.347,28.564,1.265,0.790,0.859
57,561,72.925,14.135,69,36,121,596.842,238.393,595.861,237.972,98.083,578,228,38,21,38.540,18.534,3.405,0.733,38.471,40911,73,0.143,-0.011,100.000,40911,578,241,8.973,20.498,2.079,0.481,0.911
58,2222,71.743,50.116,32,12,203,170.284,256.033,156.691,252.254,338.090,125,233,96,51,84.362,33.536,175.199,0.244,96.333,159414,44,0.816,-0.824,100.000,159414,125,253,175.236,48.228,2.516,0.398,0.671
59,666,29.200,11.028,28,4,85,434.411,248.652,434.687,248.251,99.054,419,233,31,31,34.840,24.339,39.850,0.853,35.228,19447,28,1.550,4.028,100.000,19447,420,259,34.592,25.023,1.431,0.699,0.937
60,389,96.748,15.750,93,40,146,306.734,245.531,306.910,245.983,74.669,296,234,22,24,24.112,20.541,58.787,0.877,25.000,37635,97,0.006,-0.049,100.000,37635,299,256,53.130,21.466,1.174,0.852,0.935
